iter	Passed	Remaining
569	2037	1537
570	2041	1533
571	2044	1529
572	2047	1525
573	2050	1521
574	2053	1517
575	2056	1513
576	2060	1510
577	2063	1506
578	2066	1502
579	2069	1498
580	2072	1494
581	2075	1490
582	2078	1486
583	2081	1482
584	2084	1479
585	2088	1475
586	2092	1472
587	2096	1468
588	2099	1464
589	2102	1461
590	2105	1457
591	2108	1453
592	2112	1449
593	2115	1445
594	2118	1441
595	2121	1438
596	2124	1434
597	2128	1430
598	2131	1426
599	2134	1423
600	2138	1419
601	2142	1416
602	2146	1413
603	2150	1410
604	2154	1406
605	2158	1403
606	2161	1399
607	2165	1396
608	2168	1392
609	2172	1389
610	2176	1385
611	2180	1382
612	2183	1378
613	2187	1375
614	2190	1371
615	2193	1367
616	2197	1363
617	2201	1360
618	2204	1356
619	2208	1353
620	2212	1350
621	2215	1346
622	2219	1343
623	2223	1339
624	2226	1335
625	2229	1331
626	2232	1328
627	2235	1324
628	2239	1320
629	2243	1317
630	2246	1313
631	2250	1310
632	2254	1306
633	2257	1303
634	2260	1299
635	2264	1295
636	2267	1292
637	2271	1288
638	2274	1285
639	2278	1281
640	2282	1278
641	2286	1274
642	2290	1271
643	2294	1268
644	2298	1265
645	2302	1261
646	2305	1257
647	2308	1254
648	2313	1250
649	2317	1247
650	2320	1244
651	2324	1240
652	2330	1238
653	2335	1235
654	2338	1231
655	2342	1228
656	2346	1225
657	2349	1221
658	2353	1217
659	2356	1213
660	2359	1210
661	2363	1206
662	2366	1202
663	2384	1206
664	2388	1203
665	2392	1199
666	2395	1195
667	2398	1192
668	2402	1188
669	2405	1184
670	2408	1181
671	2412	1177
672	2415	1173
673	2418	1169
674	2421	1166
675	2425	1162
676	2428	1158
677	2431	1155
678	2435	1151
679	2439	1147
680	2442	1144
681	2445	1140
682	2448	1136
683	2454	1133
684	2457	1130
685	2460	1126
686	2463	1122
687	2467	1118
688	2470	1114
689	2473	1111
690	2476	1107
691	2479	1103
692	2482	1099
693	2485	1095
694	2488	1092
695	2491	1088
696	2494	1084
697	2497	1080
698	2501	1077
699	2504	1073
700	2508	1069
701	2511	1066
702	2514	1062
703	2517	1058
704	2520	1054
705	2524	1051
706	2527	1047
707	2530	1043
708	2534	1040
709	2537	1036
710	2542	1033
711	2546	1029
712	2549	1026
713	2552	1022
714	2556	1018
715	2559	1015
716	2562	1011
717	2565	1007
718	2569	1004
719	2572	1000
720	2575	996
721	2579	993
722	2582	989
723	2585	985
724	2588	981
725	2591	977
726	2594	974
727	2597	970
728	2600	966
729	2603	963
730	2607	959
731	2610	955
732	2613	952
733	2616	948
734	2620	944
735	2624	941
736	2627	937
737	2630	933
738	2633	930
739	2637	926
740	2640	922
741	2643	919
742	2647	915
743	2650	912
744	2653	908
745	2657	904
746	2660	901
747	2664	897
748	2667	893
749	2670	890
750	2673	886
751	2677	883
752	2680	879
753	2683	875
754	2687	871
755	2690	868
756	2693	864
757	2696	860
758	2699	857
759	2702	853
760	2705	849
761	2708	845
762	2711	842
763	2714	838
764	2717	834
765	2720	831
766	2723	827
767	2726	823
768	2729	819
769	2733	816
770	2737	813
771	2741	809
772	2744	805
773	2748	802
774	2792	810
775	2795	806
776	2798	803
777	2802	799
778	2806	796
779	2809	792
780	2812	788
781	2816	785
782	2819	781
783	2823	777
784	2826	774
785	2829	770
786	2832	766
787	2835	762
788	2838	759
789	2842	755
790	2845	751
791	2849	748
792	2852	744
793	2855	740
794	2858	737
795	2862	733
796	2865	729
797	2869	726
798	2872	722
799	2875	718
800	2879	715
801	2882	711
802	2886	708
803	2889	704
804	2893	700
805	2896	697
806	2934	701
807	2938	698
808	2941	694
809	2945	690
810	2948	687
811	2951	683
812	2955	679
813	2959	676
814	2962	672
815	2965	668
816	2969	665
817	2972	661
818	2976	657
819	2979	654
820	2983	650
821	2986	646
822	2989	642
823	2992	639
824	2996	635
825	2999	631
826	3003	628
827	3006	624
828	3009	620
829	3019	618
830	3022	614
831	3025	610
832	3028	607
833	3032	603
834	3035	599
835	3038	596
836	3041	592
837	3045	588
838	3048	584
839	3052	581
840	3055	577
841	3058	573
842	3061	570
843	3064	566
844	3067	562
845	3071	559
846	3074	555
847	3077	551
848	3080	547
849	3084	544
850	3087	540
851	3091	537
852	3094	533
853	3097	529
854	3101	525
855	3104	522
856	3106	518
857	3109	514
858	3113	511
859	3116	507
860	3119	503
861	3122	499
862	3126	496
863	3130	492
864	3133	489
865	3137	485
866	3140	481
867	3144	478
868	3148	474
869	3159	472
870	3162	468
871	3166	464
872	3169	461
873	3172	457
874	3175	453
875	3178	449
876	3181	446
877	3184	442
878	3188	438
879	3191	435
880	3202	432
881	3205	428
882	3208	425
883	3211	421
884	3215	417
885	3218	414
886	3221	410
887	3225	406
888	3228	403
889	3231	399
890	3234	395
891	3237	392
892	3241	388
893	3244	384
894	3247	381
895	3250	377
896	3254	373
897	3257	370
898	3261	366
899	3264	362
900	3268	359
901	3271	355
902	3274	351
903	3279	348
904	3282	344
905	3285	340
906	3288	337
907	3291	333
908	3294	329
909	3297	326
910	3301	322
911	3304	318
912	3307	315
913	3311	311
914	3314	307
915	3317	304
916	3320	300
917	3324	296
918	3328	293
919	3332	289
920	3335	286
921	3339	282
922	3342	278
923	3346	275
924	3350	271
925	3353	267
926	3356	264
927	3359	260
928	3363	257
929	3366	253
930	3370	249
931	3373	246
932	3376	242
933	3379	238
934	3383	235
935	3386	231
936	3389	227
937	3393	224
938	3396	220
939	3399	216
940	3402	213
941	3405	209
942	3408	206
943	3412	202
944	3415	198
945	3418	195
946	3421	191
947	3424	187
948	3428	184
949	3431	180
950	3434	176
951	3437	173
952	3440	169
953	3444	166
954	3447	162
955	3450	158
956	3454	155
957	3457	151
958	3460	147
959	3463	144
960	3467	140
961	3470	137
962	3473	133
963	3476	129
964	3479	126
965	3498	123
966	3501	119
967	3504	115
968	3507	112
969	3511	108
970	3515	104
971	3518	101
972	3521	97
973	3525	94
974	3529	90
975	3533	86
976	3537	83
977	3541	79
978	3544	76
979	3547	72
980	3550	68
981	3554	65
982	3556	61
983	3560	57
984	3563	54
985	3566	50
986	3569	47
987	3573	43
988	3576	39
989	3580	36
990	3583	32
991	3587	28
992	3590	25
993	3593	21
994	3597	18
995	3600	14
996	3603	10
997	3606	7
998	3610	3
999	3613	0
